2017,111
2018,101
2019,93
2016,80
2020,77
2015,70
2013,58
2014,56
2010,41
2012,41
2021,35
2011,33
2009,28
2008,26
2005,20
2006,20
2007,17
2004,15
2003,13
2002,10
2001,8
2000,7
1982,6
1999,6
1998,6
1994,5
1995,5
1983,4
1993,4
1990,4
1996,3
1997,3
1980,3
1974,2
1986,2
1975,2
1989,2
1972,2
1971,2
1977,2
1988,2
1985,2
1976,2
1979,2
1973,2
1984,2
1978,1
1987,1
1981,1
1959,1
1964,1
1962,1
1991,1
1960,1
1966,1
1992,1
1969,1
